date,US-New York-New York City,Israel-,US-Arizona-Maricopa,US-New York-Nassau,China-Hong Kong,Singapore-
2020-03-07,1,1.88244091379217,5,1.5,22.660512011336,21.5913233987577
2020-03-08,1.61566618856294,2.31403728688556,6,2.33903595255632,21,21
2020-03-09,2.20825593081144,3.31403728688556,7,1,21.8297305705739,22
2020-03-10,1.21857868850777,3.91068123796579,8,1.47551334208302,22,21.2452923453138
2020-03-11,1.57352017375521,4.56493345229051,8.41503749927884,2.15865330306852,21,16
2020-03-12,1.23519435281469,4.56867539988259,9.41503749927884,1.80404161561177,21.6919002272182,17
2020-03-13,1.34915787533032,3.84385945152533,10.4150374992788,2.24119229413588,22.1939833435976,13.2143760478469
2020-03-14,1.29611302557243,3.36893788348865,4,2.0977309006997,20.7943249322403,13
2020-03-15,1.88659184671661,2.72751360727669,5,2.18329750731326,21.2927236205208,10.5638531964718
2020-03-16,2.26841591737744,3.62711672137691,1,2.84832792771835,21.2931952753883,10.6417981845741
2020-03-17,2.10490359869168,4.03447756615702,1.83007499855769,3.42821799573156,21.592606624658,10.6179676802598
2020-03-18,1,4.09435306171036,2.5405683813627,3.31843274600096,21.0688339509133,8.34270703548462
2020-03-19,1.11158695154445,3.89894938760434,1,1,15.1961348394508,8.29440382534971
2020-03-20,1.18691903152967,2.71170802927569,1.37196877738696,1.01790298178778,8.33072570912519,7.32798387668218
2020-03-21,1.60519528365382,2.53524622221486,1.75275397163879,1.29489951800219,7.57799753639726,6.70770123831253
2020-03-22,1.92602476600017,2.8441021570469,1.52131133934777,1.53094105586053,5.49447904651868,6.90878859147579
2020-03-23,2.02895695405897,2.95889299732912,1.30464307829262,2.02149861531425,5.15070672747356,6.48869949189986
2020-03-24,2.51459108044153,3.47114639985793,1.61907583189165,2.65116337691035,5.53831506334734,6.70673967490508
2020-03-25,2.6708987773719,1.30486606956293,2.18919164200306,3.33743463879301,6.10448785251824,6.91827212653999
2020-03-26,3.20071082577558,1.870546617257,2.79705632539997,3.88221871516635,6.5896401180346,7.10475251225066
2020-03-27,3.82354693503943,2.68632319807582,2.98919047173037,4.18964149860994,6.7887954699379,7.46135369566243
2020-03-28,3.88462907111037,3.4151456144602,3.43292585816163,4.22127663127878,6.81863124110059,7.6464898747838
2020-03-29,4.56381957784502,4.16857809732001,3.51986655509307,4.14186672229997,6.90536411970131,8.20333231382136
2020-03-30,5.15114895148542,5.01404838825714,3.50401388730371,4.36430289536865,7.37101301856813,8.66817965268283
2020-03-31,5.43810037826499,5.04066080908086,4.03053755558165,4.4964534289514,7.96532978040242,8.84458722906215
2020-04-01,5.65621904616243,4.97944255007965,4.32216014320608,4.8524050707179,8.11258305071643,9.15907109288911
2020-04-02,5.86103700662607,5.30726761499286,4.69255645011106,5.25983838723717,8.36796766543543,9.67362525741976
2020-04-03,6.33842655138444,5.83806704957258,5.21771710856316,5.45799368308025,8.69887905547878,10.0195158741738
2020-04-04,6.59109609711806,6.49194804961871,5.70160026942962,5.73376352228364,9.49916330734767,10.4846413072056
2020-04-05,6.90851182042187,7.04726591151892,6.17053086811509,6.1527161583868,10.1786519218873,10.5382474310783
2020-04-06,7.35005034691174,7.52993509258085,6.72412231121967,6.59519679400041,10.9353639305826,10.9052189081896
2020-04-07,7.82094267573921,8.15194636867071,7.41406313944067,7.18746190001557,11.7683492678686,10.8735863275705
2020-04-08,8.3133177246431,8.98872126978897,8.10720787947822,7.26690850680322,12.5743457815324,10.769300892964
2020-04-09,8.75330219270437,9.54778206813042,8.32069706147933,7.48815352494145,13.4754514068601,8.59889845278639
2020-04-10,9.12282467857473,10.2207784354685,9.0059600762903,7.8755721526447,14.3555334695099,7.92090592868423
2020-04-11,9.43038170689785,10.9803994626394,9.16536274473821,8.49348851597857,15.2742100049222,7.51853741935669
2020-04-12,9.89246091353606,11.6942570224754,9.77655141485921,9.16341128623344,16.2448594448122,7.3473828523553
2020-04-13,10.5448577560107,12.3919919201688,10.4324101477683,9.87720974540293,17.208335248768,6.20152840152563
2020-04-14,11.1950610484255,13.0887245555646,11.230798652719,10.5324191492219,18.1865075072228,5.98865837287272
2020-04-15,11.5314728203584,13.782870527425,11.7943921199869,10.9886479382357,19.1502713296665,6.19768170484754
2020-04-16,12.1454566267437,14.6108418980722,12.3078701357083,11.4772233030979,20.1502713296665,5.43695671614438
2020-04-17,12.7175276511111,15.463705808023,12.7898077208133,12.1181574965783,21.1214104268814,5.02867803533754
2020-04-18,13.263016981215,16.2814034163007,13.5038246080904,12.8368724383558,22.0998388547999,4.75658215722504
2020-04-19,13.9019354182794,17.1385908733719,14.1934084326429,13.4902622381616,23.0926623724892,4.90036331394735
2020-04-20,14.6369875194387,18.0006164395082,15.0486808281906,14.2207948027777,24.0926623724892,4.55482311773991
2020-04-21,15.3608042824991,18.7938572827062,15.588758826079,15.0604735689713,25.0640262874338,4.77102255208944
2020-04-22,16.0319814691459,19.3049649633794,16.0902388636973,15.8332680405338,26.0355013028907,4.97631396298286
2020-04-23,16.6671195030444,20.0446819897384,16.1584527669813,16.5436605278275,27.0212802045623,5.4070748711424
2020-04-24,17.18861762269,20.7561475904932,16.0153069507361,17.2234885574819,28.0212802045623,5.9202234919192
2020-04-25,17.7177177117692,21.4706389102202,16.5439248771197,17.8436934834283,29.0070865601087,6.39384659487633
